temperature,pressure,vibration,fuel_level,battery_voltage,failure
27.483570765056164,1026.99355436586,0.4324821725025618,81.87402294840508,12.090531371385541,0
24.308678494144075,1022.2463368291277,0.48554813292844823,98.3567206513663,12.651639018658031,0
28.23844269050346,1013.5963036992017,0.42075800790000384,25.967083895041398,12.293082900196392,0
32.61514928204013,1006.5306322229443,0.46920384703609597,96.9723632797977,11.793793090891759,0
23.829233126383322,1019.9822331361358,0.31063853330462143,43.12338697915579,12.128599485177963,0
23.8293152152541,1016.9348538542175,0.5213293707372939,34.751879531375465,11.879667412734893,0
32.896064077536955,1021.9519322002773,0.5001205475362224,5.034952696935324,12.003940092347364,1
28.837173645764544,1019.3517180168197,0.4182911368931809,5.276525785960262,11.837194473925749,1
22.65262807032524,1023.4955271531934,0.5659245668432406,69.20112559466547,11.917832397057305,0
27.712800217929825,1007.6476478843944,0.5937570137626559,45.79289944340279,12.106046676537087,0
22.682911535937688,1026.1739406563433,0.3392440135631026,22.65216260361057,11.503320650209025,0
22.671351232148716,1014.975996046924,0.42372752214337855,61.39703063252326,11.49206058650501,0
26.20981135783017,1033.7526087262527,0.42308576502127015,25.285811825011116,11.305728723084394,0
15.43359877671101,1006.1081218191043,0.4060096898891135,57.76317543444226,11.199864447748144,0
16.375410837434835,1030.3596380316526,0.5829474841931749,35.92087469826903,11.39135865388976,0
22.188562353795135,1014.9791078346265,0.48061738612271965,82.3552226611819,12.079731253402064,0
19.93584439832788,1006.4858199638555,0.4735485158689389,82.06961607667793,11.553606242254059,0
26.571236662976368,1008.1611416594568,0.2996137635593247,47.73503981224013,12.256807232115548,0
20.459879622393945,1009.7965269180568,0.5635418030209226,35.08191093350156,12.017356874376281,0
17.938481493323543,1017.2416594640191,0.37607416051465276,36.25597965590946,11.015747893280974,0
32.32824384460777,1018.228354880355,0.5059932630266328,80.57145256682179,12.327487792110844,0
23.871118497567323,1007.2629999606143,0.5277376937958191,32.8179482797612,12.405399322795855,0
25.33764102343962,1012.7564540773901,0.6360658595838651,20.9059373706846,11.503068662582573,0
17.87625906893272,1034.4227035861186,0.3691179600880888,8.468834187530682,12.210095771447495,1
22.278086377374088,1030.2754317010072,0.19804878441791746,46.66931208844084,11.5717508812954,0
25.55461294854933,1017.3632366967403,0.5183849544753695,48.213209891984185,12.048835188374168,0
19.245032112888488,1013.380034781682,0.6800511181510853,84.09087104029072,11.367750796522516,0
26.87849009172836,1014.2003132671827,0.6238946352939437,22.123869644606398,11.103446773732712,0
21.996806550405974,1019.1351797273041,0.5209659415274626,38.099127366839994,11.808591405193516,0
23.541531251033618,1002.772074348016,0.4508363814367953,80.8405738893691,11.938135526862581,0
21.991466938853016,1010.4262346257666,0.5807122596637311,82.36236107489735,11.801160153192699,0
34.26139092254469,996.3141592612241,0.40264538002955313,38.46110759787682,11.40798472088872,1
24.93251387631033,1016.9922312260528,0.5476357769356219,45.91240232866809,11.800050468934431,0
19.711445355220498,1019.4719593970274,0.5505470159166627,30.328589084928293,12.134647376290367,0
29.112724560515943,1008.1681353770063,0.606020990749888,93.2554878419312,11.977553484938731,0
18.895781750144888,1028.7398676329003,0.7759660038911078,11.864376574158031,12.091250515299606,1
26.044317975023777,1000.7423433699765,0.5392415967178767,93.374942300147,11.664942399772883,0
15.201649380601122,998.3562511979018,0.44910363742925014,68.38664518353433,12.585858957358079,1
18.359069755507846,1015.2445181855998,0.49744256878080056,53.15721526867312,11.41191333172261,0
25.984306179345616,1023.4709830261215,0.3230924095110882,3.2659060784495875,12.24378014854336,1
28.692332899977053,1029.8392769145787,0.4305286868910942,47.55961918220083,12.59094554647998,0
25.85684140594985,1008.4111573713107,0.4590717561886896,40.774810500273226,12.240454046374447,0
24.421758588058797,1023.7868083343129,0.4475911602065408,16.121881197512256,11.898737886467584,0
23.494481522053555,1012.6149153049929,0.5152354872033722,65.6409603500657,11.735851476668511,0
17.607390048162863,1011.2737270005917,0.41775800676177993,97.11509073682858,12.518043825523128,0
